0, 0.08249086353512532, 0.9900493386913721, 0
0, 0.035681849661148776, 0.9895544130170603, 0
0, 0.0448646087480216, 0.9888619326997442, 0
0, 0.08118045861261287, 0.9879723128675584, 0
0, 0.04508046653294746, 0.9858010544745378, 0
0, 0.15212107804439917, 0.9857024743690904, 0
0, 0.14283273583368278, 0.9854067931968683, 0
0, 0.2390405945449127, 0.9853082525175486, 0
0, 0.2390405945449127, 0.9849141883310956, 0
0, 0.129087458855147, 0.9848156969122625, 0
0, 0.236982585204356, 0.9846187436210371, 0
0, 0.1790453853501482, 0.9832411730247218, 0
0, 0.12978012450476634, 0.9830445346225286, 0
0, 0.2278313217013454, 0.982553110649841, 0
0, 0.06767687606491336, 0.9779457165143248, 1
1, 0.27800008845391255, 0.9733599273999418, 0
1, 0.16749654014343224, 0.9727760574280252, 0
1, 0.23198371512380078, 0.9719981089049102, 0
1, 0.25371530195951053, 0.9714150558198451, 0
1, 0.10384856013539183, 0.9712207825228317, 0
1, 0.343056424543031, 0.9712207825228317, 0
1, 0.07657086254239114, 0.9711236604445794, 0
1, 0.21409482625264503, 0.971026548078535, 0
1, 0.2386584198300995, 0.9709294454237271, 0
1, 0.09283186179536125, 0.9708323524791846, 0
1, 0.0796509037660147, 0.9708323524791846, 0
1, 0.10839789659093811, 0.9708323524791846, 0
1, 0.08787177013751546, 0.9708323524791846, 0
1, 0.09856620801620657, 0.9701529736732676, 0
1, 0.22706278487620024, 0.9672467309815201, 0
2, 0.04092240014634817, 0.9651210210244568, 0
2, 0.14527792122450794, 0.9644456389513782, 0
2, 0.19073377441087355, 0.9639635125668224, 0
2, 0.16425555510947237, 0.9638671162155658, 0
2, 0.19060864206200911, 0.9637707295039442, 0
2, 0.12314703645061721, 0.9637707295039442, 0
2, 0.03301172000010974, 0.9636743524309938, 0
2, 0.13363900377509036, 0.9636743524309938, 0
2, 0.1768526638106576, 0.9636743524309938, 0
2, 0.23112296944112343, 0.9636743524309938, 0
2, 0.04891227622851559, 0.9635779849957506, 0
2, 0.14083806625352452, 0.9634816271972511, 0
2, 0.10957731998455529, 0.9630962923514159, 0
2, 0.18920075684597715, 0.9586760028491276, 0
3, 0.09381341628077355, 0.9579093304224501, 0
3, 0.009974585169376743, 0.9564734717958955, 0
3, 0.08794590881755884, 0.9562821866662711, 0
3, 0.048067642001160205, 0.9560909397917597, 0
3, 0.08835707616489179, 0.9560909397917597, 0
3, 0.24389226824397503, 0.9560909397917597, 0
3, 0.1011263749677434, 0.9560909397917597, 0
3, 0.055755449874817724, 0.9560909397917597, 0
3, 0.14995712519792748, 0.9558997311647107, 0
3, 0.17230885701212842, 0.9558997311647107, 0
3, 0.2903701217607867, 0.9557085607774751, 0
2, 0.1141455235376649, 0.9544668848278777, 2
3, 0.2235834498686122, 0.95132217848943, 1
4, 0.16397452258455886, 0.9503712842917823, 0
3, 0.17951908903444286, 0.9502762471633531, 0
4, 0.12119958584223822, 0.948946724822904, 0
4, 0.012603230259367423, 0.9488518301504217, 0
4, 0.1325108235055295, 0.9488518301504217, 0
4, 0.12119958584223824, 0.9488518301504217, 0
